ReportCardYear,DistrictNm,SchoolNm,SCHOOLID,SCHOOLTYPECD,GRADRATE20,GRADRATE19,GRADRATE18,GRADRATE17
2020,Charter Institute At Erskine,Charter Institute At Erskine,4801999,D,68.1,58.9,*,*
2020,"Sc School For The Deaf And
The Blind",Sc School For The Blind High,5207005,H,60,20,*,*
2020,"Sc School For The Deaf And
The Blind",Sc School For The Deaf High,5207007,H,100,55.6,*,*
2020,"Sc School For The Deaf And
The Blind",Cedar Springs Academy,5207011,H,0,0,*,*
2020,"Sc School For The Deaf And
The Blind",Sc School For The Deaf And The Blind,5207999,D,30.8,26.1,55.6,*
2020,Scdjj,"Willow Lane School/ Alternative
Placement Programs",5208001,H,0,0.7,0.7,*
2020,Scdjj,Scdjj,5208999,D,0,*,*,*
2020,Palmetto Unified School District,Palmetto Unified,5209001,H,0,0.1,0,*
2020,Palmetto Unified School District,Palmetto Unified School District,5209999,D,0,*,*,*
2020,"SC Governor's School For The
Arts And Humanities","South Carolina Governor's School For
The Arts And Humanities",5364001,H,98.9,100,97.3,*
2020,"SC Governor's School For The
Arts And Humanities","SC Governor's School For The Arts And
Humanities",5364999,D,98.9,100,97.3,*
2020,"SC Governor's School For
Science And Math","South Carolina Governor's School For
Science And Mathematics",5395001,H,100,100,100,100
2020,"SC Governor's School For
Science And Math","SC Governor's School For Science And
Math",5395999,D,100,100,100,100
2020,State of South Carolina,State of South Carolina,9999999,S,82.2,81.1,81,84.6
