DISTRICT,BEDS,SCHOOL,INDEX,PRIMARY,ELEM,MIDDLE,HIGH
ABBEVILLE,0160001,ABBEVILLE HIGH,64.54,,,,H
ABBEVILLE,0160003,DIXIE HIGH,54.17,,,,H
ABBEVILLE,0160007,JOHN C. CALHOUN ELEMENTARY,88.46,,E,,
ABBEVILLE,0160016,WRIGHT MIDDLE,69.21,,,M,
ABBEVILLE,0160017,WESTWOOD ELEMENTARY,74.53,,E,,
ABBEVILLE,0160018,CHEROKEE TRAIL ELEMENTARY,56.89,,E,M,
ABBEVILLE,0160019,DIAMOND HILL ELEMENTARY,71.70,,E,M,
ABBEVILLE,0160020,LONG CANE PRIMARY,79.47,P,,,
ABBEVILLE 60,0160999,DISTRICT TOTAL,68.08,,,,
AIKEN,0201001,SILVER BLUFF HIGH,61.08,,,,H
AIKEN,0201002,AIKEN HIGH,59.24,,,,H
AIKEN,0201003,SOUTH AIKEN HIGH,42.35,,,,H
AIKEN,0201005,JEFFERSON ELEMENTARY,77.20,,E,,
AIKEN,0201006,MIDLAND VALLEY HIGH,58.46,,,,H
AIKEN,0201007,PAUL KNOX MIDDLE,48.06,,,M,
AIKEN,0201008,LANGLEY-BATH-CLEARWATER MIDDLE,65.49,,,M,
AIKEN,0201009,LEAVELLE MCCAMPBELL MIDDLE,64.17,,,M,
AIKEN,0201010,NEW ELLENTON MIDDLE,67.63,,,M,
AIKEN,0201011,NORTH AUGUSTA MIDDLE,42.46,,,M,
AIKEN,0201012,NORTH AUGUSTA HIGH,42.36,,,,H
AIKEN,0201015,WAGENER-SALLY HIGH,76.06,,,,H
AIKEN,0201016,AIKEN ELEMENTARY,63.72,,E,,
AIKEN,0201017,M. B. KENNEDY MIDDLE,41.21,,,M,
AIKEN,0201019,BELVEDERE ELEMENTARY,60.40,,E,,
AIKEN,0201021,BYRD ELEMENTARY,60.56,,E,,
AIKEN,0201022,J. D. LEVER ELEMENTARY,79.46,,E,,
AIKEN,0201024,CLEARWATER ELEMENTARY,78.85,,E,,
AIKEN,0201025,BUSBEE CORBETT ELEMENTARY MIDDLE,78.99,,E,M,
AIKEN,0201027,EAST AIKEN SCHOOL OF THE ARTS,73.39,,E,,
AIKEN,0201028,SCHOFIELD MIDDLE,62.20,,,M,
AIKEN,0201029,GLOVERVILLE ELEMENTARY,73.62,,E,,
AIKEN,0201030,GREENDALE ELEMENTARY,80.58,,E,,
AIKEN,0201031,HAMMOND HILL ELEMENTARY,50.32,,E,,
AIKEN,0201033,JACKSON MIDDLE,63.92,,,M,
AIKEN,0201035,MILLBROOK ELEMENTARY,64.40,,E,,
AIKEN,0201038,NORTH AIKEN ELEMENTARY,89.03,,E,,
AIKEN,0201039,NORTH AUGUSTA ELEMENTARY,57.61,,E,,
AIKEN,0201052,WARRENVILLE ELEMENTARY,78.36,,E,,
AIKEN,0201054,OAKWOOD-WINDSOR ELEMENTARY,83.78,,E,,
AIKEN,0201055,REDCLIFFE ELEMENTARY,71.30,,E,,
AIKEN,0201056,CHUKKER CREEK ELEMENTARY,34.42,,E,,
AIKEN,0201057,AIKEN MIDDLE,79.69,,,M,
AIKEN,0201058,MOSSY CREEK ELEMENTARY,67.81,,E,,
AIKEN,0201059,RIDGE SPRING-MONETTA ELEMENTARY,87.78,,E,,
AIKEN,0201060,RIDGE SPRING-MONETTA MIDDLE HIGH,78.21,,,M,H
AIKEN,0201601,LLOYD-KENNEDY CHARTER,74.03,,E,M,
AIKEN,0201602,HORSE CREEK ACADEMY,48.66,,E,M,
AIKEN,0201603,AIKEN PERFORMING ARTS ACADEMY CHARTER,84.91,,,,H
AIKEN 01,0201999,DISTRICT TOTAL,61.60,,,,
ALLENDALE,0301001,ALLENDALE FAIRFAX HIGH,87.50,,,,H
ALLENDALE,0301004,ALLENDALE ELEMENTARY,93.24,,E,,
ALLENDALE,0301006,FAIRFAX ELEMENTARY,93.99,P,,,
ALLENDALE,0301008,ALLENDALE-FAIRFAX MIDDLE,94.54,,,M,
ALLENDALE 01,0301999,DISTRICT TOTAL,92.04,,,,
ANDERSON 1,0401001,PALMETTO HIGH,55.45,,,,H
ANDERSON 1,0401002,POWDERSVILLE HIGH,30.89,,,,H
ANDERSON 1,0401003,WREN HIGH,33.79,,,,H
ANDERSON 1,0401004,PALMETTO ELEMENTARY,66.50,,E,,
ANDERSON 1,0401005,CEDAR GROVE ELEMENTARY,67.35,,E,,
ANDERSON 1,0401006,CONCRETE PRIMARY,47.48,P,,,
ANDERSON 1,0401008,WREN MIDDLE,39.77,,,M,
ANDERSON 1,0401009,WEST PELZER ELEMENTARY,73.36,,E,,
ANDERSON 1,0401011,SPEARMAN ELEMENTARY,51.75,,E,,
ANDERSON 1,0401012,PALMETTO MIDDLE,60.98,,,M,
ANDERSON 1,0401013,WREN ELEMENTARY,41.82,,E,,
ANDERSON 1,0401014,HUNT MEADOWS ELEMENTARY,51.67,,E,,
ANDERSON 1,0401061,POWDERSVILLE MIDDLE,37.71,,,M,
ANDERSON 1,0401062,POWDERSVILLE ELEMENTARY,47.15,,E,,
ANDERSON 01,0401999,DISTRICT TOTAL,48.79,,,,
ANDERSON 2,0402012,BELTON HONEA PATH HIGH,49.91,,,,H
ANDERSON 2,0402013,BELTON ELEMENTARY,66.87,,E,,
ANDERSON 2,0402014,BELTON MIDDLE,59.80,,,M,
ANDERSON 2,0402015,MARSHALL PRIMARY,72.62,P,,,
ANDERSON 2,0402018,HONEA PATH ELEMENTARY,70.70,,E,,
ANDERSON 2,0402019,HONEA PATH MIDDLE,56.64,,,M,
ANDERSON 2,0402021,WRIGHT ELEMENTARY,35.23,,E,,
ANDERSON 02,0402999,DISTRICT TOTAL,60.09,,,,
ANDERSON 3,0403022,CRESCENT HIGH,64.03,,,,H
ANDERSON 3,0403024,IVA ELEMENTARY,80.85,,E,,
ANDERSON 3,0403025,STARR-IVA MIDDLE,69.73,,,M,
ANDERSON 3,0403026,STARR ELEMENTARY,75.33,,E,,
ANDERSON 3,0403027,FLAT ROCK ELEMENTARY,78.23,,E,,
ANDERSON 03,0403999,DISTRICT TOTAL,72.06,,,,
ANDERSON 4,0404027,PENDLETON HIGH,51.59,,,,H
ANDERSON 4,0404029,RIVERSIDE MIDDLE,55.58,,,M,
ANDERSON 4,0404031,LA FRANCE ELEMENTARY,63.59,,E,,
ANDERSON 4,0404034,PENDLETON ELEMENTARY,85.21,,E,,
ANDERSON 4,0404036,TOWNVILLE ELEMENTARY,66.78,,E,,
ANDERSON 4,0404037,MT. LEBANON ELEMENTARY,49.80,,E,,
ANDERSON 04,0404999,DISTRICT TOTAL,59.73,,,,
ANDERSON 5,0405038,T. L. HANNA HIGH,42.86,,,,H
ANDERSON 5,0405039,LAKESIDE MIDDLE,75.23,,,M,
ANDERSON 5,0405040,MCCANTS MIDDLE,50.73,,,M,
ANDERSON 5,0405044,CENTERVILLE ELEMENETARY,69.87,,E,,
ANDERSON 5,0405045,CONCORD ELEMENTARY,50.81,,E,,
ANDERSON 5,0405047,HOMELAND PARK PRIMARY,92.31,P,,,
ANDERSON 5,0405048,WESTSIDE HIGH,67.48,,,,H
ANDERSON 5,0405050,NEVITT FOREST ELEMENTARY,91.10,,E,,
ANDERSON 5,0405051,NEW PROSPECT ELEMENTARY,82.33,,E,,
ANDERSON 5,0405055,VARENNES ELEMENTARY,95.76,,E,,
ANDERSON 5,0405059,WHITEHALL ELEMENTARY,83.72,,E,,
ANDERSON 5,0405060,CALHOUN ACADEMY OF THE ARTS,71.75,,E,,
ANDERSON 5,0405061,MIDWAY ELEMENTARY,34.90,,E,,
ANDERSON 5,0405062,MCLEES ELEMENTARY,70.61,,E,,
ANDERSON 5,0405063,ROBERT ANDERSON MIDDLE,69.89,,,M,
ANDERSON 5,0405064,GLENVIEW MIDDLE,51.33,,,M,
ANDERSON 5,0405065,SOUTHWOOD ACADEMY FOR THE ARTS,42.31,,,M,
ANDERSON 5,0405066,NORTH POINTE ELEMENTARY,42.21,,E,,
ANDERSON 5,0405601,ANDERSON  FIVE CHARTER SCHOOL,56.67,,,,H
ANDERSON 5,0405800,WEST MARKET SCHOOL OF EARLY EDUCATION,94.12,P,,,
ANDERSON 5,0405801,SOUTH FANT SCHOOL OF EARLY EDUCATION,94.32,P,,,
ANDERSON 05,0405999,DISTRICT TOTAL,63.28,,,,
BAMBERG 1,0501001,BAMBERG-EHRHARDT HIGH,66.27,,,,H
BAMBERG 1,0501002,BAMBERG-EHRHARDT MIDDLE,71.76,,,M,
BAMBERG 1,0501006,RICHARD CARROLL ELEMENTARY,82.48,,E,,
BAMBERG 01,0501999,DISTRICT TOTAL,75.91,,,,
BAMBERG 2,0502007,DENMARK OLAR HIGH,86.89,,,,H
BAMBERG 2,0502008,DENMARK-OLAR MIDDLE,92.47,,,M,
BAMBERG 2,0502010,DENMARK-OLAR ELEMENTARY,92.77,,E,,
BAMBERG 02,0502999,DISTRICT TOTAL,91.23,,,,
BARNWELL 19,0619001,BLACKVILLE-HILDA HIGH,84.95,,,,H
BARNWELL 19,0619003,MACEDONIA ELEMENTARY,91.00,,E,,
BARNWELL 19,0619004,BLACKVILLE-HILDA MIDDLE,90.00,,,M,
BARNWELL 19,0619999,DISTRICT TOTAL,88.89,,,,
BARNWELL 29,0629006,WILLISTON-ELKO HIGH,70.61,,,,H
BARNWELL 29,0629007,KELLY EDWARDS ELEMENTARY,77.53,,E,,
BARNWELL 29,0629008,WILLISTON-ELKO MIDDLE,75.12,,,M,
BARNWELL 29,0629999,DISTRICT TOTAL,75.03,,,,
BARNWELL 45,0645009,BARNWELL HIGH,67.67,,,,H
BARNWELL 45,0645010,GUINYARD-BUTLER MIDDLE,74.12,,,M,
BARNWELL 45,0645011,BARNWELL PRIMARY,82.97,,E,,
BARNWELL 45,0645012,BARNWELL ELEMENTARY,75.61,,E,,
BARNWELL 45,0645999,DISTRICT TOTAL,75.62,,,,
BEAUFORT,0701001,LADY'S ISLAND MIDDLE,64.30,,,M,
BEAUFORT,0701002,BEAUFORT HIGH,47.15,,,,H
BEAUFORT,0701003,HILTON HEAD ISLAND HIGH,35.33,,,,H
BEAUFORT,0701004,BATTERY CREEK HIGH,63.80,,,,H
BEAUFORT,0701008,BEAUFORT ELEMENTARY,77.53,,E,,
BEAUFORT,0701009,HILTON HEAD ISLAND MIDDLE,49.71,,,M,
BEAUFORT,0701010,BROAD RIVER ELEMENTARY,65.38,,E,,
BEAUFORT,0701014,LADY'S ISLAND ELEMENTARY,71.71,,E,,
BEAUFORT,0701015,MOSSY OAKS ELEMENTARY,72.51,,E,,
BEAUFORT,0701016,PORT ROYAL ELEMENTARY,63.60,,E,,
BEAUFORT,0701017,MICHAEL C. RILEY ELEMENTARY,70.27,,E,,
BEAUFORT,0701020,ST. HELENA ELEMENTARY,87.99,,E,,
BEAUFORT,0701022,JOSEPH S. SHANKLIN ELEMENTARY,85.54,,E,,
BEAUFORT,0701023,WHALE BRANCH ELEMENTARY,88.58,,E,,
BEAUFORT,0701024,BLUFFTON ELEMENTARY,57.46,,E,,
BEAUFORT,0701025,COOSA ELEMENTARY,35.78,,E,,
BEAUFORT,0701026,H. E. MCCRACKEN MIDDLE,41.22,,,M,
BEAUFORT,0701027,WHALE BRANCH MIDDLE,83.46,,,M,
BEAUFORT,0701028,BEAUFORT MIDDLE,58.22,,,M,
BEAUFORT,0701029,OKATIE ELEMENTARY,43.14,,E,,
BEAUFORT,0701030,BLUFFTON HIGH,43.37,,,,H
BEAUFORT,0701031,HILTON HEAD ISLAND EARLY CHILDHOOD CENTER,69.18,P,,,
BEAUFORT,0701032,HILTON HEAD ISLAND ELEMENTARY SCHOOL FOR THE CREATIVE ARTS,58.59,,E,,
BEAUFORT,0701033,HILTON HEAD ISLAND ELEMENTARY,59.01,,E,,
BEAUFORT,0701034,RED CEDAR ELEMENTARY,65.35,,E,,
BEAUFORT,0701035,BLUFFTON MIDDLE,53.42,,,M,
BEAUFORT,0701036,WHALE BRANCH EARLY COLLEGE HIGH,73.98,,,,H
BEAUFORT,0701037,PRITCHARDVILLE ELEMENTARY,46.08,,E,,
BEAUFORT,0701038,RIVER RIDGE ACADEMY,44.19,,E,M,
BEAUFORT,0701039,MAY RIVER HIGH,35.43,,,,H
BEAUFORT,0701040,ROBERT SMALLS INTERNATIONAL ACADEMY,76.87,,E,M,
BEAUFORT,0701041,ISLANDS ACADEMY,78.95,,,M,H
BEAUFORT,0701601,RIVERVIEW CHARTER SCHOOL,36.42,,E,M,
BEAUFORT 01,0701999,DISTRICT TOTAL,56.32,,,,
BERKELEY,0801001,STRATFORD HIGH,47.07,,,,H
BERKELEY,0801002,BERKELEY HIGH,54.50,,,,H
BERKELEY,0801006,CROSS HIGH,82.14,,,M,H
BERKELEY,0801007,GOOSE CREEK HIGH,56.90,,,,H
BERKELEY,0801008,HANAHAN HIGH,44.15,,,,H
BERKELEY,0801011,BERKELEY ELEMENTARY,74.34,P,,,
BERKELEY,0801012,BERKELEY MIDDLE,58.32,,,M,
BERKELEY,0801014,BOULDER BLUFF ELEMENTARY,69.74,,E,,
BERKELEY,0801015,CAINHOY ELEMENTARY,91.67,,E,,
BERKELEY,0801016,CROSS ELEMENTARY,84.96,,E,,
BERKELEY,0801017,COLLEGE PARK ELEMENTARY,77.71,,E,,
BERKELEY,0801020,J. K. GOURDIN ELEMENTARY,88.83,,E,,
BERKELEY,0801021,HANAHAN MIDDLE,51.70,,,M,
BERKELEY,0801022,WESTVIEW MIDDLE,46.47,,,M,
BERKELEY,0801023,SANGAREE ELEMENTARY,71.24,P,,,
BERKELEY,0801024,HENRY E. BONNER ELEMENTARY,69.45,,E,,
BERKELEY,0801027,SEDGEFIELD MIDDLE,71.71,,,M,
BERKELEY,0801028,ST. STEPHEN ELEMENTARY,84.84,,E,,
BERKELEY,0801029,ST. STEPHEN MIDDLE,80.60,,,M,
BERKELEY,0801030,WHITESVILLE ELEMENTARY,57.42,,E,,
BERKELEY,0801031,WESTVIEW ELEMENTARY,54.05,,E,,
BERKELEY,0801032,COLLEGE PARK MIDDLE,70.92,,,M,
BERKELEY,0801033,MARRINGTON ELEMENTARY,17.85,,E,,
BERKELEY,0801034,MARRINGTON MIDDLE SCHOOL OF THE ARTS,24.94,,,M,
BERKELEY,0801036,HOWE HALL AIMS ELEMENTARY,22.54,,E,,
BERKELEY,0801037,MACEDONIA MIDDLE,62.68,,,M,
BERKELEY,0801038,SANGAREE INTERMEDIATE,64.61,,E,,
BERKELEY,0801039,DEVON FOREST ELEMENTARY,65.01,,E,,
BERKELEY,0801040,SEDGEFIELD INTERMEDIATE,72.71,,E,,
BERKELEY,0801041,BERKELEY INTERMEDIATE,72.81,,E,,
BERKELEY,0801043,TIMBERLAND HIGH,75.77,,,,H
BERKELEY,0801044,HANAHAN ELEMENTARY,60.76,,E,,
BERKELEY,0801045,WESTVIEW PRIMARY,66.28,P,,,
BERKELEY,0801046,GOOSE CREEK PRIMARY,72.81,P,,,
BERKELEY,0801047,SANGAREE MIDDLE,58.89,,,M,
BERKELEY,0801048,DANIEL ISLAND SCHOOL,11.35,,E,M,
BERKELEY,0801049,CANE BAY HIGH,44.66,,,,H
BERKELEY,0801050,CANE BAY ELEMENTARY,44.17,,E,,
BERKELEY,0801051,BERKELEY COUNTY MIDDLE COLLEGE HIGH,33.05,,,,H
BERKELEY,0801052,CANE BAY MIDDLE,40.28,,,M,
BERKELEY,0801053,NEXTON ELEMENTARY,53.87,,E,,
BERKELEY,0801054,PHILIP SIMMONS ELEMENTARY,37.13,,E,,
BERKELEY,0801055,PHILIP SIMMONS MIDDLE,57.53,,,M,
BERKELEY 01,0801999,DISTRICT TOTAL,57.25,,,,
CALHOUN,0901001,CALHOUN COUNTY HIGH,77.63,,,,H
CALHOUN,0901008,SANDY RUN SCHOOL,67.12,,E,M,
CALHOUN,0901009,ST. MATTHEWS K-8 SCHOOL,89.11,,E,M,
CALHOUN 01,0901999,DISTRICT TOTAL,78.17,,,,
CHARLESTON,1001001,BAPTIST HILL HIGH,85.98,,,M,H
CHARLESTON,1001002,NORTH CHARLESTON HIGH,87.09,,,,H
CHARLESTON,1001008,GARRETT ACADEMY OF TECHNOLOGY,88.48,,,,H
CHARLESTON,1001010,BURKE HIGH,92.09,,,,H
CHARLESTON,1001014,WANDO HIGH,21.42,,,,H
CHARLESTON,1001018,MILITARY MAGNET ACADEMY,83.63,,,M,H
CHARLESTON,1001020,ST. JOHNS HIGH,76.19,,,,H
CHARLESTON,1001022,R. B. STALL HIGH,73.60,,,,H
CHARLESTON,1001030,NORTHWOODS MIDDLE,83.56,,,M,
CHARLESTON,1001033,CHICORA ELEMENTARY,93.22,,E,,
CHARLESTON,1001035,FORT JOHNSON MIDDLE,35.28,,,M,
CHARLESTON,1001036,A. C. CORCORAN ELEMENTARY,83.11,,E,,
CHARLESTON,1001038,EDMUND A. BURNS ELEMENTARY,93.08,,E,,
CHARLESTON,1001039,JANE EDWARDS ELEMENTARY,90.00,,E,,
CHARLESTON,1001040,MARY FORD ELEMENTARY,93.43,,E,,
CHARLESTON,1001042,W. B. GOODWIN ELEMENTARY,89.70,,E,,
CHARLESTON,1001043,HARBOR VIEW ELEMENTARY,35.16,,E,,
CHARLESTON,1001044,HAUT GAP MIDDLE,68.15,,,M,
CHARLESTON,1001045,MINNIE HUGHES ELEMENTARY,94.95,,E,,
CHARLESTON,1001046,HUNLEY PARK ELEMENTARY,75.38,,E,,
CHARLESTON,1001047,JAMES ISLAND MIDDLE,54.60,,,M,
CHARLESTON,1001050,LADSON ELEMENTARY,78.87,,E,,
CHARLESTON,1001051,LAING MIDDLE,18.48,,,M,
CHARLESTON,1001052,LAMBS ELEMENTARY,56.10,,E,,
CHARLESTON,1001056,ST. JAMES SANTEE ELEMENTARY,90.23,,E,M,
CHARLESTON,1001057,MEMMINGER ELEMENTARY,84.85,,E,,
CHARLESTON,1001058,MIDLAND PARK PRIMARY,88.17,P,,,
CHARLESTON,1001059,E.B. ELLINGTON ELEMENTARY,89.03,,E,,
CHARLESTON,1001060,MITCHELL ELEMENTARY,95.61,,E,,
CHARLESTON,1001061,JENNIE MOORE ELEMENTARY,20.09,,E,,
CHARLESTON,1001062,MORNINGSIDE MIDDLE,90.19,,,M,
CHARLESTON,1001063,MT. PLEASANT ACADEMY,22.11,,E,,
CHARLESTON,1001065,MOULTRIE MIDDLE,25.89,,,M,
CHARLESTON,1001066,MURRAY LASAINE ELEMENTARY,51.22,,E,,
CHARLESTON,1001067,NORTH CHARLESTON ELEMENTARY,90.33,,E,,
CHARLESTON,1001068,OAKLAND ELEMENTARY,69.14,,E,,
CHARLESTON,1001070,MALCOLM C. HURSEY ELEMENTARY,68.80,,E,M,
CHARLESTON,1001072,MATILDA DUNSTON ELEMENTARY,90.31,,E,,
CHARLESTON,1001075,EDITH L. FRIERSON ELEMENTARY,88.52,,E,,
CHARLESTON,1001076,SANDERS-CLYDE ELEMENTARY,93.86,,E,M,
CHARLESTON,1001077,PEPPERHILL ELEMENTARY,83.38,,E,,
CHARLESTON,1001079,JAMES SIMONS ELEMENTARY,63.98,,E,M,
CHARLESTON,1001081,SPRINGFIELD ELEMENTARY,73.08,,E,,
CHARLESTON,1001082,ST. ANDREW'S SCHOOL OF MATH AND SCIENCE,51.31,,E,,
CHARLESTON,1001083,ANGEL OAK ELEMENTARY,82.86,,E,,
CHARLESTON,1001084,STILES POINT ELEMENTARY,23.13,,E,,
CHARLESTON,1001085,STONO PARK ELEMENTARY,91.19,,E,,
CHARLESTON,1001086,SULLIVAN'S ISLAND ELEMENTARY,11.96,,E,,
CHARLESTON,1001090,MAMIE WHITESIDES ELEMENTARY,27.93,,E,,
CHARLESTON,1001091,ASHLEY RIVER CREATIVE ARTS,25.90,,E,,
CHARLESTON,1001092,C. E. WILLIAMS MIDDLE SCHOOL FOR CREATIVE AND SCIENTIFIC ARTS,54.11,,,M,
CHARLESTON,1001093,JAMES B. EDWARDS ELEMENTARY,33.77,,E,,
CHARLESTON,1001094,BUIST ACADEMY,13.81,,E,M,
CHARLESTON,1001095,MT. ZION ELEMENTARY,86.26,,E,,
CHARLESTON,1001096,BELLE HALL ELEMENTARY,18.24,,E,,
CHARLESTON,1001098,CHARLESTON SCHOOL OF THE ARTS,16.20,,,M,H
CHARLESTON,1001099,ACADEMIC MAGNET HIGH,6.56,,,,H
CHARLESTON,1001101,CHARLESTON PROGRESSIVE,91.41,,E,,
CHARLESTON,1001102,CHARLES PINCKNEY ELEMENTARY,17.64,,E,,
CHARLESTON,1001103,THOMAS C. CARIO MIDDLE,17.59,,,M,
CHARLESTON,1001104,WEST ASHLEY HIGH,57.70,,,,H
CHARLESTON,1001106,WEST ASHLEY MIDDLE,72.87,,,M,
CHARLESTON,1001107,JAMES ISLAND ELEMENTARY,56.49,,E,,
CHARLESTON,1001109,DRAYTON HALL ELEMENTARY,40.26,,E,,
CHARLESTON,1001110,LAUREL HILL PRIMARY,17.31,P,,,
CHARLESTON,1001111,JERRY ZUCKER MIDDLE SCHOOL OF SCIENCE,81.94,,,M,
CHARLESTON,1001112,PINEHURST ELEMENTARY,88.80,,E,,
CHARLESTON,1001113,MONTESSORI COMMUNITY SCHOOL,24.82,,E,M,
CHARLESTON,1001114,NORTH CHARLESTON CREATIVE ARTS ELEMENTARY,72.67,,E,,
CHARLESTON,1001115,SIMMONS PINCKNEY MIDDLE,96.91,,,M,
CHARLESTON,1001116,DEER PARK MIDDLE,77.43,,E,,
CHARLESTON,1001200,MEETING STREET ELEMENTARY AT BRENTWOOD,86.24,,E,,
CHARLESTON,1001612,CHARLESTON DEVELOPMENT ACADEMY,81.91,,E,M,
CHARLESTON,1001614,EAST COOPER MONTESSORI CHARTER,10.72,,E,M,
CHARLESTON,1001615,GREG MATHIS CHARTER HIGH,95.41,,,,H
CHARLESTON,1001616,JAMES ISLAND CHARTER HIGH,38.74,,,,H
CHARLESTON,1001618,ORANGE GROVE CHARTER,27.09,,E,M,
CHARLESTON,1001620,CHARLESTON CHARTER SCHOOL FOR MATH AND SCIENCE,48.03,,,M,H
CHARLESTON,1001628,PATTISON'S ACADEMY FOR COMPREHENSIVE EDUCATION,90.63,,E,M,H
CHARLESTON,1001629,CAROLINA VOYAGER CHARTER,49.25,,E,,
CHARLESTON,1001630,ALLEGRO CHARTER SCHOOL OF MUSIC,47.37,,,M,H
CHARLESTON,1001631,PRESTIGE PREPARATORY ACADEMY,91.67,,E,,
CHARLESTON 01,1001999,DISTRICT TOTAL,53.23,,,,
CHEROKEE,1101001,BLACKSBURG HIGH,62.89,,,,H
CHEROKEE,1101002,JOHN E. EWING MIDDLE,75.76,,,M,
CHEROKEE,1101003,GAFFNEY HIGH,61.41,,,,H
CHEROKEE,1101004,GRANARD MIDDLE,57.22,,,M,
CHEROKEE,1101005,ALMA ELEMENTARY,85.83,,E,,
CHEROKEE,1101007,BLACKSBURG MIDDLE,66.67,,,M,
CHEROKEE,1101009,CORINTH ELEMENTARY,68.39,,E,,
CHEROKEE,1101010,DRAYTONVILLE ELEMENTARY,87.35,,E,,
CHEROKEE,1101011,MARY BRAMLETT ELEMENTARY,92.51,,E,,
CHEROKEE,1101012,GOUCHER ELEMENTARY,82.07,,E,,
CHEROKEE,1101015,B. D. LEE ELEMENTARY,85.92,,E,,
CHEROKEE,1101019,LUTHER L. VAUGHAN  ELEMENTARY,91.78,,E,,
CHEROKEE,1101020,BLACKSBURG ELEMENTARY,71.35,,E,,
CHEROKEE,1101021,LIMESTONE-CENTRAL ELEMENTARY,77.71,,E,,
CHEROKEE,1101022,GRASSY POND ELEMENTARY,58.90,,E,,
CHEROKEE,1101023,NORTHWEST ELEMENTARY,53.66,,E,,
CHEROKEE,1101024,GAFFNEY MIDDLE,76.61,,,M,
CHEROKEE,1101025,BLACKSBURG PRIMARY,77.54,P,,,
CHEROKEE 01,1101999,DISTRICT TOTAL,70.02,,,,
CHESTER,1201002,CHESTER SENIOR HIGH,72.86,,,,H
CHESTER,1201004,CHESTER MIDDLE,82.47,,,M,
CHESTER,1201005,GREAT FALLS HIGH,71.76,,,M,H
CHESTER,1201006,LEWISVILLE HIGH,51.68,,,,H
CHESTER,1201008,LEWISVILLE MIDDLE,60.21,,,M,
CHESTER,1201011,GREAT FALLS ELEMENTARY,85.98,,E,,
CHESTER,1201014,LEWISVILLE ELEMENTARY,74.54,,E,,
CHESTER,1201018,CHESTER PARK SCHOOL ELEMENTARY OF INQUIRY,92.43,,E,,
CHESTER,1201020,CHESTER PARK ELEMENTARY SCHOOL FOR THE ARTS,81.08,,E,,
CHESTER,1201021,CHESTER PARK ELEMENTARY SCHOOL OF LITERACY AND TECHNOLOGY,92.09,,E,,
CHESTER,1201601,ACADEMY FOR TEACHING AND LEARNING,59.43,,E,M,
CHESTER 01,1201999,DISTRICT TOTAL,76.21,,,,
CHESTERFIELD,1301001,CHERAW HIGH,65.13,,,,H
CHESTERFIELD,1301002,CHESTERFIELD HIGH,61.51,,,,H
CHESTERFIELD,1301005,LONG MIDDLE,73.38,,,M,
CHESTERFIELD,1301006,MCBEE HIGH,62.88,,,M,H
CHESTERFIELD,1301007,CENTRAL HIGH,67.82,,,,H
CHESTERFIELD,1301008,NEW HEIGHTS MIDDLE,75.45,,,M,
CHESTERFIELD,1301012,CHERAW PRIMARY,83.91,P,,,
CHESTERFIELD,1301014,EDWARDS ELEMENTARY,73.52,,E,,
CHESTERFIELD,1301015,JEFFERSON ELEMENTARY,74.18,,E,,
CHESTERFIELD,1301019,PETERSBURG PRIMARY,84.96,P,,,
CHESTERFIELD,1301020,MCBEE ELEMENTARY,72.05,,E,,
CHESTERFIELD,1301021,PLAINVIEW ELEMENTARY,68.57,,E,,
CHESTERFIELD,1301023,RUBY ELEMENTARY,65.20,,E,,
CHESTERFIELD,1301026,CHERAW INTERMEDIATE,82.23,,E,,
CHESTERFIELD,1301027,PAGELAND ELEMENTARY,85.05,,E,,
CHESTERFIELD,1301028,CHESTERFIELD-RUBY MIDDLE,66.75,,,M,
CHESTERFIELD 01,1301999,DISTRICT TOTAL,72.70,,,,
CLARENDON 1,1401001,SCOTT'S BRANCH HIGH,84.55,,,,H
CLARENDON 1,1401005,ST. PAUL ELEMENTARY,90.80,,E,,
CLARENDON 1,1401020,SCOTT'S BRANCH MIDDLE,86.67,,,M,
CLARENDON 1,1401022,SUMMERTON EARLY CHILDHOOD CENTER,94.82,P,,,
CLARENDON 01,1401999,DISTRICT TOTAL,89.35,,,,
CLARENDON 2,1402007,MANNING HIGH,80.78,,,,H
CLARENDON 2,1402011,MANNING JUNIOR HIGH,82.98,,,M,
CLARENDON 2,1402012,MANNING PRIMARY,88.89,,E,,
CLARENDON 2,1402013,MANNING ELEMENTARY,86.03,,E,,
CLARENDON 2,1402014,MANNING EARLY CHILDHOOD CENTER,90.16,P,,,
CLARENDON 2,1402610,PHOENIX CHARTER HIGH,92.11,,,,H
CLARENDON 02,1402999,DISTRICT TOTAL,85.40,,,,
CLARENDON 3,1403016,EAST CLARENDON MIDDLE-HIGH,58.11,,,M,H
CLARENDON 3,1403019,WALKER-GAMBLE ELEMENTARY,65.64,,E,,
CLARENDON 03,1403999,DISTRICT TOTAL,61.34,,,,
COLLETON,1501005,COLLETON COUNTY HIGH,73.40,,,,H
COLLETON,1501006,BELLS ELEMENTARY,90.99,,E,,
COLLETON,1501008,BLACK STREET EARLY CHILDHOOD CENTER,85.68,P,,,
COLLETON,1501011,COTTAGEVILLE ELEMENTARY,84.11,,E,,
COLLETON,1501012,FOREST HILLS ELEMENTARY,84.18,,E,,
COLLETON,1501020,NORTHSIDE ELEMENTARY,85.22,,E,,
COLLETON,1501021,HENDERSONVILLE ELEMENTARY,91.29,,E,,
COLLETON,1501022,COLLETON COUNTY MIDDLE,79.86,,,M,
